Series_reference,Period,Type,Data_value,Lower_CI,Upper_CI,Units,Indicator,Cause,Validation,Population,Age,Severity
W_D11,2010,Single year,73,56.25406038,89.74593962,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2011,Single year,99,79.49860458,118.5013954,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2012,Single year,77,59.80138584,94.19861416,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2013,Single year,98,78.59734646,117.4026535,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2014,Single year,74,57.13975229,90.86024771,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2000,Single year,2.888350308,2.350103948,3.426596668,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2001,Single year,2.389646007,1.903703178,2.875588836,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2002,Single year,3.034494572,2.491486066,3.577503078,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2003,Single year,2.68143109,2.175719562,3.187142618,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2004,Single year,2.467917235,1.986558382,2.949276089,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2005,Single year,2.404111671,1.932721823,2.875501519,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2006,Single year,1.799636615,1.394641439,2.20463179,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2007,Single year,1.877563229,1.465457081,2.289669377,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2008,Single year,2.424125773,1.956779835,2.89147171,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2009,Single year,2.412165086,1.948741205,2.875588967,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2010,Single year,1.65726939,1.275997884,2.038540895,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2011,Single year,2.242357825,1.79824508,2.68647057,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2012,Single year,1.737326362,1.346770201,2.127882522,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2013,Single year,2.210700848,1.769859683,2.651542013,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2014,Single year,1.626084274,1.25207839,2.000090158,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_M11,2000,Single year,441,399.8407563,482.1592437,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2001,Single year,440,398.8874486,481.1125514,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2002,Single year,422,381.7371682,462.2628318,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2003,Single year,465,422.7356137,507.2643863,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2004,Single year,437,396.0278448,477.9721552,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2005,Single year,405,365.5564857,444.4435143,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2006,Single year,391,352.2442211,429.7557789,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2007,Single year,427,386.4993467,467.5006533,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2008,Single year,365,327.5549407,402.4450593,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2009,Single year,394,355.0958257,432.9041743,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2010,Single year,384,345.5927066,422.4072934,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2011,Single year,291,257.565519,324.434481,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2012,Single year,319,283.9939239,354.0060761,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2013,Single year,253,221.8248644,284.1751356,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2014,Single year,284,250.9700998,317.0299002,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2000,Single year,11.47574882,10.40310721,12.54839044,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2001,Single year,11.38469016,10.32024178,12.44913853,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2002,Single year,10.71027889,9.688232108,11.73232568,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2003,Single year,11.54505053,10.49570757,12.59439348,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2004,Single year,10.65735199,9.658043314,11.65666067,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2005,Single year,9.732798532,8.784609514,10.68098755,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2006,Single year,9.261702925,8.342809381,10.18059647,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2007,Single year,10.06639836,9.110050908,11.02274582,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2008,Single year,8.491747299,7.61826508,9.365229517,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2009,Single year,9.10811014,8.205088723,10.01113156,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2010,Single year,8.638916546,7.771099027,9.506734065,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2011,Single year,6.504303953,5.752899984,7.255707921,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2012,Single year,7.160245595,6.368868309,7.951622881,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2013,Single year,5.508137811,4.823848037,6.192427585,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2014,Single year,6.09308806,5.37616879,6.810007329,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_S11,2000,Single year,459,417.0091724,500.9908276,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2001,Single year,508,463.8246553,552.1753447,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2002,Single year,470,427.5089934,512.4910066,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2003,Single year,522,477.220077,566.779923,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2004,Single year,493,449.4817372,536.5182628,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2005,Single year,515,470.5213389,559.4786611,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2006,Single year,524,479.1343737,568.8656263,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2007,Single year,495,451.3935542,538.6064458,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2008,Single year,518,473.3919775,562.6080225,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2009,Single year,512,467.6510776,556.3489224,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2010,Single year,534,488.7082898,579.2917102,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2011,Single year,494,450.4376234,537.5623766,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2012,Single year,550,504.0347702,595.9652298,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2013,Single year,512,467.6510776,556.3489224,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2014,Single year,509,464.781197,553.218803,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2000,Single year,11.88298653,10.79389905,12.97207401,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2001,Single year,13.13559656,11.99249494,14.27869818,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2002,Single year,11.93101463,10.85215872,13.00987054,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2003,Single year,12.96025027,11.8484514,14.07204913,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2004,Single year,12.02874364,10.96682656,13.09066071,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2005,Single year,12.38949943,11.31900373,13.45999513,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2006,Single year,12.43215097,11.36664047,13.49766146,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2007,Single year,11.68352514,10.65237686,12.71467342,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2008,Single year,12.05386252,11.01294475,13.09478029,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2009,Single year,11.86517761,10.83328425,12.89707096,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2010,Single year,12.23713375,11.19407122,13.28019628,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2011,Single year,11.18511012,10.19307522,12.17714502,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2012,Single year,12.52969188,11.47593065,13.58345311,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2013,Single year,11.44418656,10.4440545,12.44431862,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2014,Single year,11.18820773,10.20530432,12.17111115,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_D13,2000,Single year,99,79.49860458,118.5013954,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2001,Single year,91,72.30313522,109.6968648,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2002,Single year,112,91.25769087,132.7423091,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2003,Single year,96,76.79635329,115.2036467,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2004,Single year,89,70.50973675,107.4902632,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2005,Single year,83,65.1438783,100.8561217,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2006,Single year,70,53.60176481,86.39823519,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2007,Single year,87,68.71867299,105.281327,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2008,Single year,99,79.49860458,118.5013954,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2009,Single year,87,68.71867299,105.281327,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2010,Single year,66,50.07717732,81.92282268,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2011,Single year,97,77.69659342,116.3034066,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2012,Single year,75,58.02621399,91.97378601,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2013,Single year,76,58.91343012,93.08656988,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2014,Single year,72,55.36915411,88.63084589,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2015,Single year,84,66.03663336,101.9633666,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2016,Single year,78,60.69006678,95.30993322,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2000,Single year,2.574392318,2.066253626,3.082531009,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2001,Single year,2.336134323,1.855890411,2.816378236,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2002,Single year,2.832159835,2.307561242,3.356758427,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2003,Single year,2.383494302,1.906704901,2.860283703,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2004,Single year,2.17442713,1.722626674,2.626227586,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2005,Single year,1.995488162,1.56598811,2.424988214,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2006,Single year,1.649039938,1.262345005,2.035734871,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2007,Single year,2.031023092,1.603633543,2.458412642,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2008,Single year,2.281334643,1.830601896,2.732067391,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2009,Single year,1.995762159,1.574665522,2.416858795,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2010,Single year,1.492534843,1.131260356,1.853809331,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2011,Single year,2.187750259,1.749833577,2.625666941,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2012,Single year,1.711673757,1.321927502,2.101420011,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2013,Single year,1.714448171,1.325745146,2.103151196,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2014,Single year,1.575676967,1.208439885,1.942914049,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2015,Single year,1.753708293,1.373175606,2.13424098,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2016,Single year,1.659007951,1.285877962,2.032137939,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_F11A,2000,Single year,252,220.8865363,283.1134637,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2001,Single year,290,256.623016,323.376984,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2002,Single year,305,270.7707006,339.2292994,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2003,Single year,337,301.019844,372.980156,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2004,Single year,356,319.0194735,392.9805265,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2005,Single year,330,294.3954861,365.6045139,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2006,Single year,382,343.6928562,420.3071438,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2007,Single year,422,381.7371682,462.2628318,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2008,Single year,475,432.2835753,517.7164247,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2009,Single year,454,412.2385069,495.7614931,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2010,Single year,526,481.0488338,570.9511662,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2011,Single year,493,449.4817372,536.5182628,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2012,Single year,517,472.4350563,561.5649437,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2013,Single year,478,435.1488936,520.8511064,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2014,Single year,542,496.3702873,587.6297127,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2000,Single year,6.743820944,5.91055846,7.577083427,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2001,Single year,7.555730352,6.685847797,8.425612908,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2002,Single year,7.741054467,6.872225918,8.609883016,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2003,Single year,8.367058123,7.473740449,9.260375796,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2004,Single year,8.660680614,7.760952976,9.560408251,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2005,Single year,7.775892887,6.936702737,8.615083037,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2006,Single year,8.694910823,7.822365217,9.567456428,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2007,Single year,9.296421046,8.408185627,10.18465647,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2008,Single year,10.20329181,9.283966535,11.12261709,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2009,Single year,9.480728558,8.605802166,10.35565495,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2010,Single year,10.62941672,9.717124862,11.54170858,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2011,Single year,9.689924993,8.83030879,10.5495412,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2012,Single year,9.884665424,9.02784248,10.74148837,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2013,Single year,8.939675575,8.132761965,9.746589185,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2014,Single year,9.765849218,8.937861959,10.59383648,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F11C,2000,Single year,194,166.7008606,221.2991394,Injuries,Number,Falls,Validated,Whole pop,75+ years,Fatal
W_F11C,2001,Single year,225,195.6005402,254.3994598,Injuries,Number,Falls,Validated,Whole pop,75+ years,Fatal
W_F11C,2002,Single year,235,204.9543211,265.0456789,Injuries,Number,Falls,Validated,Whole pop,75+ years,Fatal
W_F11C,2003,Single year,266,234.0339548,297.9660452,Injuries,Number,Falls,Validated,Whole pop,75+ years,Fatal
W_F11C,2004,Single year,260,228.3965304,291.6034696,Injuries,Number,Falls,Validated,Whole pop,75+ years,Fatal
W_F11C,2005,Single year,247,216.1967481,277.8032519,Injuries,Number,Falls,Validated,Whole pop,75+ years,Fatal
W_F11C,2006,Single year,303,268.8831124,337.1168876,Injuries,Number,Falls,Validated,Whole pop,75+ years,Fatal
W_F11C,2007,Single year,343,306.700959,379.299041,Injuries,Number,Falls,Validated,Whole pop,75+ years,Fatal
W_F11C,2008,Single year,375,337.0454606,412.9545394,Injuries,Number,Falls,Validated,Whole pop,75+ years,Fatal
W_F11C,2009,Single year,360,322.8122981,397.1877019,Injuries,Number,Falls,Validated,Whole pop,75+ years,Fatal
W_F11C,2010,Single year,426,385.5467992,466.4532008,Injuries,Number,Falls,Validated,Whole pop,75+ years,Fatal
W_F11C,2011,Single year,399,359.8497501,438.1502499,Injuries,Number,Falls,Validated,Whole pop,75+ years,Fatal
W_F11C,2012,Single year,429,388.4046082,469.5953918,Injuries,Number,Falls,Validated,Whole pop,75+ years,Fatal
W_F11C,2013,Single year,401,361.7517518,440.2482482,Injuries,Number,Falls,Validated,Whole pop,75+ years,Fatal
W_F11C,2014,Single year,442,400.7941169,483.2058831,Injuries,Number,Falls,Validated,Whole pop,75+ years,Fatal
W_F12C,2000,Single year,96.63221269,83.03051855,110.2339068,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Fatal
W_F12C,2001,Single year,108.1557026,94.02193768,122.2894676,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Fatal
W_F12C,2002,Single year,109.6727487,95.6501673,123.6953302,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Fatal
W_F12C,2003,Single year,121.3669754,106.7819295,135.9520214,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Fatal
W_F12C,2004,Single year,116.0055027,101.9040588,130.1069465,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Fatal
W_F12C,2005,Single year,106.2184791,92.97096301,119.4659952,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Fatal
W_F12C,2006,Single year,125.5582139,111.416529,139.6998988,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Fatal
W_F12C,2007,Single year,137.1236131,122.6015433,151.645683,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Fatal
W_F12C,2008,Single year,145.9991872,131.2011485,160.7972259,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Fatal
W_F12C,2009,Single year,136.0954565,122.0029596,150.1879534,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Fatal
W_F12C,2010,Single year,155.5018087,140.6874345,170.3161829,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Fatal
W_F12C,2011,Single year,142.4649953,128.425823,156.5041677,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Fatal
W_F12C,2012,Single year,148.8045563,134.6547343,162.9543782,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Fatal
W_F12C,2013,Single year,136.4578025,123.0313076,149.8842974,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Fatal
W_F12C,2014,Single year,144.0785019,130.5739414,157.5830623,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Fatal
W_M15,2000,Single year,462,419.872171,504.127829,Injuries,Number,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M15,2001,Single year,455,413.1925394,496.8074606,Injuries,Number,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M15,2002,Single year,405,365.5564857,444.4435143,Injuries,Number,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M15,2003,Single year,461,418.9177886,503.0822114,Injuries,Number,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M15,2004,Single year,435,394.1217101,475.8782899,Injuries,Number,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M15,2005,Single year,405,365.5564857,444.4435143,Injuries,Number,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M15,2006,Single year,393,354.1452279,431.8547721,Injuries,Number,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M15,2007,Single year,421,380.7849013,461.2150987,Injuries,Number,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M15,2008,Single year,366,328.5036811,403.4963189,Injuries,Number,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M15,2009,Single year,384,345.5927066,422.4072934,Injuries,Number,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M15,2010,Single year,375,337.0454606,412.9545394,Injuries,Number,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M15,2011,Single year,284,250.9700998,317.0299002,Injuries,Number,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M15,2012,Single year,308,273.6027717,342.3972283,Injuries,Number,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M15,2013,Single year,253,221.8248644,284.1751356,Injuries,Number,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M15,2014,Single year,293,259.4508207,326.5491793,Injuries,Number,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M15,2015,Single year,319,283.9939239,354.0060761,Injuries,Number,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M15,2016,Single year,328,292.5035425,363.4964575,Injuries,Number,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M16,2000,Single year,12.0193457,10.92176561,13.11692578,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M16,2001,Single year,11.78466771,10.70115926,12.86817615,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M16,2002,Single year,10.27634795,9.27535019,11.27734571,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M16,2003,Single year,11.44573826,10.40091836,12.49055817,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M16,2004,Single year,10.60332333,9.606796349,11.59985031,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M16,2005,Single year,9.737114632,8.788503642,10.68572562,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M16,2006,Single year,9.321472415,8.399020986,10.24392384,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M16,2007,Single year,9.920783324,8.971576678,10.86998997,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M16,2008,Single year,8.54000239,7.662821941,9.417182838,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
W_M16,2009,Single year,8.884820757,7.992451435,9.777190079,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Provisional,Whole pop,All ages,Fatal
